Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country,AssetType
641,IE00B3YCGJ38,EUR,FP,S&P 500 Index,,SPXS,ETF,Invesco S&P 500 UCITS ETF,,,IVZ S&P 500,PA,France,Equity
642,FR0010361683,EUR,FP,MSCI India,,INR,ETF,Lyxor MSCI India UCITS ETF - Acc,,,LYXOR ETF INDIA,PA,France,Equity
643,FR0010468983,EUR,FP,EURO STOXX 50 Daily Leverage,,LVE,ETF,Lyxor EURO STOXX 50 Daily (2x) Leveraged UCITS ETF - Acc,,,LYXOR ETF SX50 DL,PA,France,Equity
644,IE00B0M62Q58,EUR,FP,MSCI World,,IWRD,ETF,iShares MSCI World UCITS ETF (Dist),,,ISHARES WORLD,PA,France,Equity
645,LU1834988278,EUR,FP,STX EU 600 Oil & Gas Net Re EU,,OIL,ETF,LYXOR STOXX EUROPE 600 OIL & GAS UCITS ETF - ACC,,,LYXOR ST EU OILGAS,PA,France,Equity
646,LU2182388400,EUR,FP,MSCI WORLD Climate Change PAB,Capitalisation,PABW,ETF,AMUNDI MSCI WORLD CLIMATE PARIS ALIGNED PAB UCITS ETF DR - USD (C),,,AMUNDI WRD CLIMPAB,PA,France,Equity
647,LU1646359452,EUR,FP,MSCI Jap ESG Rating Trend Lead,,JPX4,ETF,Lyxor MSCI Japan ESG Leaders Extra (DR) UCITS ETF,,,LYXOR JAPAN ESG,PA,France,Equity
648,FR0013380607,EUR,FP,CAC 40 Total Return Index,,CACC,ETF,LYXOR CAC 40 (DR) UCITS ETF,,,LYXOR CAC40 ACC,PA,France,Equity
649,LU1681043912,EUR,FP,MSCI China H,,CC1,ETF,AMUNDI MSCI CHINA UCITS ETF - EUR,,,AMUNDI ETF MS CHN,PA,France,Equity
650,GB00B00FHZ82,EUR,FP,Physical Gold Price,,GBS,ETC,Gold Bullion Securities,,,GOLD BULLION SEC,PA,France,Equity
651,IE00B02KXM00,EUR,FP,EURO STOXX Small,,DJSC,ETF,iShares EURO STOXX Small UCITS ETF,,,ISHARES ESTOXX SML,PA,France,Equity
652,IE0032077012,EUR,FP,NASDAQ-100,,EQQQ,ETF,Invesco EQQQ Nasdaq-100 UCITS ETF,,,IVZ EQQQ,PA,France,Equity
653,FR0013412020,EUR,FP,MSCI Emerging Markets,Capitalisation,PAEEM,ETF,AMUNDI ETF PEA MSCI EMERGING MARKETS UCITS ETF - EUR,,,AMUNDI PEA MSCI EM,PA,France,Equity
654,IE00B441G979,EUR,FP,MSCI World Hedged EUR,Capitalisation,IWDE,ETF,iShares MSCI World EUR Hedged UCITS ETF (Acc),,,MSCI WRD EH,PA,France,Equity
655,SE0009723000,NOK,FP,OBX Index,,OBXXD,ETF,XACT OBX Bear (UCITS ETF),,,XACT OBX Bear ETF,PA,France,Equity
656,NL0009272749,EUR,FP,AEX,,TDT,ETF,VanEck Vectors AEX UCITS ETF,,,VanEck AEX,PA,France,Equity
657,IE00B53L3W79,EUR,FP,EURO STOXX 50,,CSX5,ETF,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),,,iSHR ESTX50 B A,PA,France,Equity
658,IE00BFD2H405,EUR,FP,ISE Cloud Computing Index,,SKYE,ETF,First Trust Cloud Computing UCITS ETF,,,FT CLOUD COM,PA,France,Equity
659,LU1602144732,EUR,FP,MSCI Japan,,CJ1,ETF,AMUNDI INDEX MSCI JAPAN - UCITS ETF DR - EUR,,,AMUNDI MSCI JAP E,PA,France,Equity
660,FR0010245514,EUR,FP,Topix,,JPN,ETF,Lyxor Japan (TOPIX) (DR) UCITS ETF - D-EUR,,,LYXOR ETF TOPIX,PA,France,Equity
661,IE00B3VVMM84,EUR,FP,FTSE Emerging Markets Index,,VFEM,ETF,Vanguard FTSE Emerging Markets UCITS ETF,,,VANGUARD FTSE EM,PA,France,Equity
662,IE00B4K48X80,EUR,FP,MSCI Europe,Capitalisation,IMAE,ETF,iShares Core MSCI Europe UCITS ETF EUR (Acc),,,ISHARES MSCI EUR A,PA,France,Equity
663,LU0252634307,EUR,FP,LevDAX,,LVD,ETF,Lyxor Daily LevDAX UCITS ETF - Acc,,,LYXOR ETF LEVDAX,PA,France,Equity
664,LU1861134382,EUR,FP,MSCI World SRI 5% Capped,,WSRI,ETF,AMUNDI INDEX MSCI WORLD SRI UCITS ETF DR,,,AMUNDI MSCI WD SRI,PA,France,Equity
665,LU1291103338,USD,FP,MSCI USA SRI S-Series 5%Cap,,EKLD,ETF,BNP Paribas Easy MSCI USA SRI S-Series 5% Capped,,,BNP MSCI US SRI UC,PA,France,Equity
666,IE00BMTX1Y45,USD,FP,S&P 500 Index,Capitalisation,I500,ETF,iShares S&P 500 Swap UCITS ETF USD (Acc),,,IS S&P500 SWAP $A,PA,France,Equity
667,IE00B4L5YX21,EUR,FP,MSCI Japan IMI,,IJPA,ETF,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),,,ISHARES MSCI JAP A,PA,France,Equity
668,IE00BK5H8015,EUR,FP,SXXRESGX,Capitalisation,600X,ETF,SPDR STOXX EUROPE 600 ESG SCREENED UCITS ETF,,,SPDR STOXX ESG,PA,France,Equity
669,FR0010261198,EUR,FP,MSCI Europe Net,,MEU,ETF,Lyxor MSCI Europe (DR) UCITS ETF - Acc,,,LYXOR ETF MSCI EUR,PA,France,Equity
670,LU1681046931,EUR,FP,Cac 40,,C40,ETF,AMUNDI CAC 40 UCITS ETF DR - EUR (C),,,AMUNDI ETF CAC 40,PA,France,Equity
671,IE00BH4GPZ28,EUR,FP,S&P 500 ESG Exclusions II,Capitalisation,500X,ETF,SPDR S&P 500 ESG Screened UCITS ETF (Acc),,,SPDR SP 500ESG Acc,PA,France,Equity
672,GB00B15KY104,EUR,FP,Bloomberg Natural Gas Sub TR,,NGASP,ETC,WT Natural Gas,,,WT NATURAL GAS,PA,France,Equity
673,LU1753045928,EUR,FP,MSCI Japan SRI S-Series 5%Cap,,SRIJ,ETF,BNP Paribas Easy MSCI Japan SRI S-Series 5% Capped,,,BNP MSCI JP SRI ED,PA,France,Equity
674,IE00BJ5JNZ06,USD,FP,MSCI World Health Care Index,Bi-Annually,WHCS,ETF,iShares MSCI World Health Care Sector UCITS ETF USD (Dist),,,ISHARES WHCS,PA,France,Equity
675,IE00BKTLJC87,USD,FP,STOXX Glob Smrt Cty Infr Index,Capitalisation,CITY,ETF,iShares Smart City Infra UCITS ETF USD (Acc),,,ISHARES SCYIF ACC,PA,France,Equity
676,FR0013416716,USD,FP,LBMA Gold Price PM USD,Capitalisation,,ETC,AMUNDI PHYSICAL GOLD ETC,,,AMUNDI PHYS GOLD,PA,France,Equity
677,LU1681042609,EUR,FP,MSCI Europe,,CEU,ETF,AMUNDI MSCI EUROPE UCITS ETF - EUR,,,AMUNDI MSCI EUROPE,PA,France,Equity
678,IE00B44T3H88,EUR,FP,MSCI China,,CNY,ETF,HSBC MSCI CHINA ETF,,,HSBC MSCI CHINA,PA,France,Equity
679,LU1681042864,EUR,FP,MSCI USA,,CU2,ETF,AMUNDI MSCI USA UCITS ETF - EUR,,,AMUNDI ETF MSCI US,PA,France,Equity
680,LU1681044308,EUR,FP,MSCI Europe ex Switzerland,,CS9,ETF,AMUNDI MSCI EUROPE EX SWITZERLAND UCITS ETF - EUR,,,AMUNDI ETF EU X SW,PA,France,Equity
681,FR0013416716,EUR,FP,LBMA Gold Price PM USD,Capitalisation,GOLD,ETC,AMUNDI PHYSICAL GOLD ETC,,,AMUNDI PHYS GOLD,PA,France,Equity
682,IE00B5KQNG97,EUR,FP,S&P 500,,HHH,ETF,HSBC SP 500 ETF,,,HSBC SP 500 ETF,PA,France,Equity
683,FR0011871128,EUR,FP,S&P 500 Net Total Return,,PSP5,ETF,UCITS ETF PEA S&P 500 C-EUR,,,LYXOR SP500 PEA,PA,France,Equity
684,JE00B1VS2W53,EUR,FP,Physical Platinum Price,,PHPT,ETC,Wisdom Tree Physical Platinum,,,WT PHYSIPLATINUM,PA,France,Equity
685,LU1681038672,EUR,FP,Russell 2000,,RS2K,ETF,AMUNDI RUSSELL 2000 UCITS ETF - EUR,,,AMUNDI RUSSEL 2K,PA,France,Equity
686,IE00B0M63730,EUR,FP,MSCI AC Far East ex Japan,,IFFF,ETF,iShares MSCI AC Far East ex Japan UCITS ETF,,,ISHARES EAST EX-JP,PA,France,Equity
687,IE00B57X3V84,EUR,FP,DJ Sustainability World,,IGSG,ETF,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),,,ISHARES DJ GLO SUS,PA,France,Equity
688,LU1834988518,EUR,FP,STOXX EU 600 Tech NR EUR,,TNO,ETF,LYXOR STOXX EUROPE 600 TECHNOLOGY UCITS ETF - ACC,,,LYXOR STX EU TECH,PA,France,Equity
689,LU0629460675,EUR,FP,MSCI EMU SRI Low Carbon 5% IC,,UIMR,ETF,UBS (Lux) Fund Solutions - MSCI EMU Socially Respo,,,UBS ETF ESREUA,PA,France,Equity
690,IE00B3ZW0K18,EUR,FP,S&P 500,,IUES,ETF,iShares S&P 500 EUR Hedged UCITS ETF (Acc),,,SP 500 EH,PA,France,Equity
691,LU0629459743,EUR,FP,MSCI World Low Carbon 5% IC,,UIMM,ETF,UBS (Lux) Fund Solutions - MSCI World Socially Res,,,UBS ETF WSRUSA,PA,France,Equity
692,LU1437018838,EUR,FP,FTSE EPRA/NAREIT Developed,,EPRA,ETF,AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR,,,AMUNDI EPRA DR,PA,France,Equity
693,FR0011869353,EUR,FP,MSCI World,,EWLD,ETF,LYXOR UCITS ETF PEA MSCI WORLD C-EUR,,,LYXOR MSCI WOR PEA,PA,France,Equity
694,GB00B15KY765,EUR,FP,Bloomberg Wheat Subindex TR,,WEATP,ETC,WT Wheat,,,WT WHEAT,PA,France,Equity
695,NL0009690239,EUR,FP,VanEck Global Real Estate,,TRET,ETF,VanEck Vectors Global Real Estate UCITS ETF,,,VanEck Real Estate,PA,France,Equity
696,LU1861136247,EUR,FP,MSCI USA SRI,,USRI,ETF,AMUNDI INDEX MSCI USA SRI UCITS ETF DR,,,AMUNDI MSCI US SRI,PA,France,Equity
697,IE00BKTLJB70,USD,FP,STOXX Glob Smrt Cty Infr Index,Bi-Annually,CT2B,ETF,iShares Smart City Infra UCITS ETF USD (Dist),,,ISHARES SCYIF DIST,PA,France,Equity
698,FR0010756114,EUR,FP,MSCI World ex EMU,Annually,CM9,ETF,AMUNDI ETF MSCI WORLD EX EMU UCITS ETF,,,AMUNDI ETF W X EMU,PA,France,Equity
699,IE00B95PGT31,EUR,FP,FTSE Japan Index,,VJPN,ETF,VANGUARD FTSE Japan UCITS ETF,,,VANGUARD FTSE JPN,PA,France,Equity
700,LU1923627092,EUR,FP,MSCI Rus IMI Select GDR NTR US,Capitalisation,RUS,ETF,LYXOR MSCI RUSSIA UCITS ETF - ACC,,,LYXOR ETF RUSSIA,PA,France,Equity
701,LU1861132840,EUR,FP,STOXX AI Global Artificial Int,,GOAI,ETF,AMUNDI STOXX GLOBAL ARTIFICIAL INTELLIGENCE UCITS ETF,,,AMUNDI STOXX GL AI,PA,France,Equity
702,FR0010527275,EUR,FP,MSCI ACWI IMI Water ESG NTR,,WAT,ETF,Lyxor MSCI Water ESG Filtered (DR) UCITS ETF - Dist,,,LYXOR ETF W WATER,PA,France,Equity
703,LU1135865084,EUR,FP,S&P 500 Total Return Index,,SP5C,ETF,Lyxor S&P 500 UCITS ETF - Acc,,,LYXOR SP500 C,PA,France,Equity
704,LU0533033667,EUR,FP,MSCI World IT,,TNOW,ETF,Lyxor MSCI World Information Technology TR UCITS ETF - Acc,,,LYXOR ETF MSC WTEC,PA,France,Equity
705,IE00BYTRRB94,EUR,FP,MSCI World Health Care 35/20,,WHEA,ETF,SPDR MSCI WORLD HEALTH CARE UCITS ETF,,,SPDR MSCI W HEALTH,PA,France,Equity
706,LU1327051279,EUR,FP,S&P 500 2X Inverse Daily Index,,DSP5,ETF,Lyxor S&P 500 Daily (-2x) Inverse UCITS ETF,,,LYXOR 2XSHRT SP500,PA,France,Equity
707,IE00BKX55R35,EUR,FP,FTSE North America Index,,VNRT,ETF,Vanguard FTSE North America UCITS ETF,,,VANGUARD FTSE NA,PA,France,Equity
708,LU1681042518,EUR,FP,MSCI Europe Value,,CV9,ETF,AMUNDI MSCI Europe Value Factor UCITS ETF - EUR,,,AMUNDI ETF EU VALU,PA,France,Equity
709,IE00BKWQ0C77,EUR,FP,MSCI Eur Consum Discry 35/20,,STR,ETF,SPDR MSCI Europe Consumer Discretionary UCITS ETF,,,SPDR MSCI CO.DI,PA,France,Equity
710,LU1829218749,EUR,FP,T&Reuters/CoreCommo CRB TR,,CRB,ETF,Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF,,,LYXOR COMMO CRB,PA,France,Equity
711,FR0011871136,EUR,FP,S&P 500 Daily Hedged Euro,Capitalisation,PSPH,ETF,LYXOR PEA S&P 500 UCITS ETF - COUVERTE EN EUR - CAPI.,,,LYXOR PEA SP5H EUR,PA,France,Equity
712,IE00BYTRR970,EUR,FP,MSCI World Financials 35/20,,WFIN,ETF,SPDR MSCI WORLD FINANCIALS UCITS ETF,,,SPDR MSCI W FINCLS,PA,France,Equity
713,SE0009723034,NOK,FP,OBX Index,,OBXXU,ETF,XACT OBX Bull (UCITS ETF),,,XACT OBX Bull ETF,PA,France,Equity
714,LU1615092217,EUR,FP,MSCI World SRI S-Series 5%Cap,,EMWE,ETF,BNP Paribas Easy MSCI World SRI S-Series 5% Capped,,,BNP WORLD SRI EC,PA,France,Equity
715,LU1834988195,EUR,FP,STOXX Eu 600 Media Net Ret EUR,Capitalisation,MDA,ETF,LYXOR STOXX EUROPE 600 MEDIA UCITS ETF - ACC,,,LYXOR STX600 MEDIA,PA,France,Equity
716,IE00BKWQ0H23,EUR,FP,MSCI Europe Health Care 35/20,,STW,ETF,SPDR MSCI Europe Health Care UCITS ETF,,,SPDR MSCI HLT,PA,France,Equity
717,FR0013041530,EUR,FP,S&P 500 Daily Euro Hedged,,ESEH,ETF,BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged Capitalisation,,,BNPP SP500 EURH C,PA,France,Equity
718,LU1681047236,EUR,FP,EURO STOXX 50,,C50,ETF,AMUNDI EURO STOXX 50 UCITS ETF DR - EUR (C),,,AMUNDI ETF ES50 C,PA,France,Equity
719,IE00BFXR7892,USD,FP,CSI Overseas China Internet,,KWEB,ETF,KraneShares CSI China Internet UCITS ETF USD,,,KRANE CSI INTERNET,PA,France,Equity
720,LU1437018838,USD,FP,FTSE EPRA/NAREIT Developed,,EPRU,ETF,AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR,,,AMUNDI EPRA DR U,PA,France,Equity
721,IE00BKWQ0G16,EUR,FP,MSCI Europe Financials 35/20,,STZ,ETF,SPDR MSCI Europe Financials UCITS ETF,,,SPDR MSCI FINANC,PA,France,Equity
722,LU1291099718,EUR,FP,MSCI Europe ex Controversial W,,EEUE,ETF,BNP Paribas Easy MSCI Europe ex Controversial Weapons UCITS ETF Capitalisation,,,BNPP EU ETF,PA,France,Equity
723,LU1681049018,USD,FP,S&P 500,,500U,ETF,AMUNDI S&P 500 UCITS ETF - USD,,,AMUNDI ETF SP500 B,PA,France,Equity
724,FR0011869270,EUR,FP,Dow Jones Industrial Average,,PDJE,ETF,LYXOR UCITS ETF PEA DOW JONES INDUSTRIAL AVERAGE C-EUR,,,LYXOR DJIA PEA,PA,France,Equity
725,FR0010150458,EUR,FP,Euronext CAC40 ESG GrossReturn,,E40,ETF,BNP Paribas EASY CAC 40(R) ESG UCITS ETF,,,BNPP CAC 40 ESG,PA,France,Equity
726,LU1437016972,EUR,FP,MSCI World,,MWRD,ETF,AMUNDI INDEX MSCI WORLD UCITS ETF DR,,,AMUNDI MSCI WLD DR,PA,France,Equity
727,LU1681042948,USD,FP,MSCI USA,,CU2U,ETF,AMUNDI MSCI USA UCITS ETF - USD,,,AMUNDI ETF USA-B,PA,France,Equity
728,IE00BKBF6616,USD,FP,MSCI EMU NTR Local Index,Capitalisation,CEUU,ETF,iShares Core MSCI EMU UCITS ETF USD Hedged (Acc),,,ISHARES EMU USD H,PA,France,Equity
729,LU1681048127,EUR,FP,S&P 500 Buyback,,BYBE,ETF,AMUNDI S&P 500 BUYBACK UCITS ETF - EUR,,,AMUNDI S&P BBck EU,PA,France,Equity
730,FR0010010827,EUR,FP,FTSE MIB,,MIB,ETF,Lyxor FTSE MIB (DR) UCITS ETF - Dist,,,LYXOR ETF FTSE MIB,PA,France,Equity
731,IE00B6YX5C33,EUR,FP,S&P 500 Index,,SPY5,ETF,SPDR S&P 500 UCITS ETF,,,SPDR S&P 500,PA,France,Equity
732,LU1437017350,USD,FP,MSCI Emerging Markets,,,ETF,AMUNDI INDEX MSCI EMERGING MARKETS UCITS ETF DR,,,AMUNDI MSCI EM DR,PA,France,Equity
733,IE00B3YLTY66,EUR,FP,MSCI ACWI IMI,,IMIE,ETF,SPDR MSCI ACWI UCITS ETF,,,SPDR ACWI IMI,PA,France,Equity
734,LU2109787395,USD,FP,MSCI USA ESG LEADERS SELECT 5%,Capitalisation,SADU,ETF,AMUNDI MSCI USA ESG LEADERS SELECT UCITS ETF DR (C),,,AMUNDI US ESG LEAD,PA,France,Equity
735,FR0014002IH8,EUR,FP,MELANION BITCOIN EXPOSURE IDX,Capitalisation,BTC,ETF,MELANION BTC EQUITIES UNIVERSE UCITS ETF,,,BITCOIN ETF EUR,PA,France,Equity
736,IE00BJXRT813,EUR,FP,NU720342,Capitalisation,WVAL,ETF,SPDR MSCI World Value UCITS ETF (Acc),,,SPDR MSCI WLD VAL,PA,France,Equity
737,LU1834983550,EUR,FP,STX EU 600 BAS RES NR EUR,,BRE,ETF,LYXOR STOXX EUROPE 600 BASIC RESOURCES UCITS ETF - ACC,,,LYXOR STX EU BA RE,PA,France,Equity
738,JE00B1VS3333,EUR,FP,Physical Silver Price,,PHAG,ETC,Wisdom Tree Physical Silver,,,WT PHYSICAL SILVER,PA,France,Equity
739,LU1681037864,EUR,FP,TOPIX Euro Daily Hedged,,TPXH,ETF,AMUNDI JAPAN TOPIX UCITS ETF - DAILY HEDGED EUR,,,AMUNDI TOPIX HDG,PA,France,Equity
740,LU1681041460,EUR,FP,MSCI Europe Momentum,,MCEU,ETF,AMUNDI MSCI EUROPE MOMENTUM FACTOR UCITS ETF - EUR,,,AMUNDI MSCI EURMOM,PA,France,Equity
741,FR0011363423,EUR,FP,MSCI USA ESG Broad Select NTR,,USAC,ETF,Lyxor MSCI USA ESG (DR) UCITS ETF - Acc,,,LYXOR ETF USAC,PA,France,Equity
742,IE00BKX55S42,EUR,FP,FTSE Developed Europ ex UK Ind,,VERX,ETF,Vanguard FTSE Developed Europe ex UK UCITS ETF,,,VANGUARD FTSE DE,PA,France,Equity
743,LU1377382368,EUR,FP,Low Carbon 100 Europe PAB NTR,,ECN,ETF,BNP Paribas Easy Low Carbon 100 Europe PAB,,,BNPP EASY LOWCARB,PA,France,Equity
744,IE00BKT6FV49,EUR,FP,MSCI Japan IMI USD Net,Bi-Annually,SJPE,ETF,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (,,,ISHARES MSCI JAPEH,PA,France,Equity
745,LU1646359452,JPY,FP,MSCI Jap ESG Rating Trend Lead,,JPXY,ETF,Lyxor MSCI Japan ESG Leaders Extra (DR) UCITS ETF,,,LYXOR JAPAN ESG,PA,France,Equity
746,LU1753045415,EUR,FP,MSCI Europe SRI S-Series 5%Cap,,SRIE,ETF,BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped,,,BNP MSCI EU SRI ED,PA,France,Equity
747,FR0013412012,EUR,FP,MSCI Emerging Markets Asia,Capitalisation,PAASI,ETF,AMUNDI ETF PEA MSCI EMERGING ASIA UCITS ETF - EUR,,,AMUNDI PEA EM ASIA,PA,France,Equity
748,LU1861136247,USD,FP,MSCI USA SRI,,,ETF,AMUNDI INDEX MSCI USA SRI UCITS ETF DR (C),,,AMUNDI MSCI USRI U,PA,France,Equity
749,FR0011869387,EUR,FP,Dow Jones Russia GDR,,PRUS,ETF,LYXOR UCITS ETF PEA RUSSIA (Dow Jones Russia GDR) C-EUR,,,LYXOR RUSSIA PEA,PA,France,Equity
750,FR0011882364,EUR,FP,MSCI ACWI IMI Water ESG NTR,,AWAT,ETF,Lyxor PEA Eau (MSCI Water) UCITS ETF - Capi.,,,LYXOR W WATER PEA,PA,France,Equity
751,FR0011871078,EUR,FP,MSCI China NTR Index,,PASI,ETF,Lyxor PEA Chine (MSCI China) UCITS ETF - Capi,,,Lyxor Chine PEA,PA,France,Equity
752,IE00B466KX20,EUR,FP,MSCI EM Asia,,EMAE,ETF,SPDR MSCI EM Asia UCITS ETF,,,SPDR EM Asia,PA,France,Equity
753,LU1048313891,EUR,FP,MSCI EM SRI Low Carbon 5% IC,,UEF5,ETF,UBS (Lux) Fund Solutions - MSCI Emerging Markets S,,,UBS ETF MSRUSA,PA,France,Equity
754,LU1291102447,EUR,FP,MSCI Japan ex Controversial We,,EJAP,ETF,BNP Paribas Easy MSCI Japan ex CW UCITS ETF Capitalisation,,,BNPP JP ETF,PA,France,Equity
755,LU1291098827,EUR,FP,MSCI EMU ESG Filt Min TE NTR,,EEMU,ETF,BNP Paribas Easy MSCI EMU ESG Filtered Min TE,,,BNPP EMU ESG ETF,PA,France,Equity
756,IE00B4X9L533,EUR,FP,MSCI World,,WRD,ETF,HSBC MSCI WORLD,,,HSBC MSCI WORLD,PA,France,Equity
757,LU1681044563,USD,FP,MSCI Emerging Markets Asia,,AASU,ETF,AMUNDI MSCI EM ASIA UCITS ETF - USD,,,AMUNDI ETF EM AS U,PA,France,Equity
758,IE00BJ5JPG56,USD,FP,MSCI China Index,Capitalisation,ICHN,ETF,iShares MSCI China UCITS ETF - USD (Acc),,,ISHARES CHINA U A,PA,France,Equity
759,IE00BYPLS672,EUR,FP,ISE Cyber Sec UCITS Ind NTR,,ISPY,ETF,L&G Cyber Security UCITS ETF,,,L&G Cyber Security,PA,France,Equity
760,IE00B02KXH56,EUR,FP,MSCI Japan,,IJPN,ETF,iShares MSCI Japan UCITS ETF (Dist),,,ISHARES JAPAN,PA,France,Equity
761,LU1900066207,EUR,FP,MSCI Brazil NTR USD Index,Capitalisation,RIO,ETF,LYXOR MSCI BRAZIL UCITS ETF - ACC,,,LYXOR MSCI BRAZIL,PA,France,Equity
762,FR0007056841,EUR,FP,Dow Jones Industrial Average,,DJE,ETF,Lyxor Dow Jones Industrial Average UCITS ETF - Dist,,,LYXOR ETF DJIA,PA,France,Equity
763,LU1646360971,EUR,FP,MSCI EMU Net Return EUR Index,,MFE,ETF,Lyxor Core MSCI EMU (DR) UCITS ETF - Dist,,,Lyxor Core EMU,PA,France,Equity
764,SE0009723026,NOK,FP,OBX Index,,OBXX,ETF,XACT OBX (UCITS ETF),,,XACT OBX ETF,PA,France,Equity
765,LU1681044480,EUR,FP,MSCI Emerging Markets Asia,,AASI,ETF,AMUNDI MSCI EM ASIA UCITS ETF - EUR,,,AMUNDI ETF EM ASIA,PA,France,Equity
766,IE00B4L5YC18,EUR,FP,MSCI Emerging Markets,Capitalisation,IEMA,ETF,iShares MSCI EM UCITS ETF USD (Acc),,,ISHARES MSCI EM A,PA,France,Equity
767,LU1900068914,EUR,FP,MSCI Ch Sel ESG Rat Trend Lead,,ASI,ETF,Lyxor MSCI China ESG Leaders Extra(DR) UCITS ETF - Acc,,,LYXOR CHINA ENTP,PA,France,Equity
768,IE00BKWQ0P07,EUR,FP,MSCI Europe Utilities 35/20,,STU,ETF,SPDR MSCI Europe Utilities UCITS ETF,,,SPDR MSCI UTIL,PA,France,Equity
769,IE00B5V87390,EUR,FP,MSCI Russia ADR/GDR 20/35,,CSRU,ETF,iShares MSCI Russia ADR/GDR UCITS ETF USD (Acc),,,iSHR Russia ADR,PA,France,Equity
770,GB00B15KXV33,EUR,FP,Bloomberg WTI Crude Oil Sub TR,,CRUDP,ETC,WT WTI Crude Oil,,,WT CRUDE OIL,PA,France,Equity
771,LU1861137484,EUR,FP,MSCI Europe SRI,,EUSRI,ETF,AMUNDI INDEX MSCI EUROPE SRI UCITS ETF DR,,,AMUNDI MSCI EU SRI,PA,France,Equity
772,IE00B0M63284,EUR,FP,FTSE EPRA/NAREIT Europe Div+,,IPRP,ETF,iShares European Property Yield UCITS ETF,,,ISHARES PROP EURO,PA,France,Equity
773,IE00B42Z5J44,EUR,FP,MSCI Japan Hedged EUR,,IJPE,ETF,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),,,MSCI JAP EH,PA,France,Equity
774,IE00B1FZS350,EUR,FP,FTSE EPRA/NAREIT Global Div+,,IWDP,ETF,iShares Developed Markets Property Yield UCITS ETF USD (Dist),,,ISHARES PROP GLO,PA,France,Equity
775,IE00BYYXBF44,EUR,FP,FTSE Emerging High Div Low Vol,,EMHD,ETF,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,,,IVZ FTSE EM HDLV,PA,France,Equity
776,XS2297549128,EUR,FP,iSTOXX Leveraged 3x TSLA Index,Capitalisation,3TSL,ETF,Leverage Shares 3x Tesla ETP Securities,,,LS 3X TESLA,PA,France,Equity
777,IE00BGDQ0T50,USD,FP,M1EMS Index,Bi-Annually,SEMD,ETF,iShares MSCI EM SRI UCITS ETF USD (Dist),,,ISHARES EM SRI USD,PA,France,Equity
778,FR0011550177,USD,FP,S&P 500 Net TR,,ESD,ETF,BNP Paribas Easy S&P 500 UCITS ETF USD Capitalisation,,,BNPP SP500 USD C,PA,France,Equity
779,LU1681037781,JPY,FP,TOPIX,,TPXY,ETF,AMUNDI JAPAN TOPIX UCITS ETF - JPY,,,AMUNDI TOPIX JPY,PA,France,Equity
780,IE00B52MJY50,EUR,FP,MSCI Pacific Ex Japan,,CPXJ,ETF,iShares Core MSCI Pcfic ex-Jpn UCITS ETF USD (Acc),,,iSHR Pac xJpn A,PA,France,Equity
781,FR0011660927,EUR,FP,MSCI World NTR,,WLDH,ETF,Lyxor MSCI World UCITS ETF - Monthly Hedged to EUR - Dist,,,LYXOR ETF MSCI WDH,PA,France,Equity
782,LU1437017863,EUR,FP,S&P 500 ESG,,S500,ETF,AMUNDI S&P 500 ESG UCITS ETF DR - EUR (C),,,AM S&P500 ESG ETF,PA,France,Equity
783,LU1598690169,EUR,FP,MSCI EMU Value NR,,VAL,ETF,Lyxor MSCI EMU Value (DR) UCITS ETF - Dist,,,LYXOR EMU VALUE,PA,France,Equity
784,LU1291109616,EUR,FP,BNP Paribas Energy & Metals En,,GSCE,ETF,BNP Paribas Easy S&P GSCI Energy&Metals Capped Component 35/20 UCITS ETF EUR Capitalisation,,,BNPP GSCI ETF EUR,PA,France,Equity
785,FR0010424135,EUR,FP,EURO STOXX 50,,BSX,ETF,Lyxor EURO STOXX50 Daily(-1x)Inverse UCITS ETF -Acc,,,LYXOR ETF SX50 DS,PA,France,Equity
786,IE00BKWQ0J47,EUR,FP,MSCI Europe Industrials 35/20,,STQ,ETF,SPDR MSCI Europe Industrials UCITS ETF,,,SPDR MSCI INDUST,PA,France,Equity
787,IE00B3CNHG25,EUR,FP,DAXglobal Gold Miners,,AUCO,ETF,L&G Gold Mining UCITS ETF,,,L&G Gold Mining,PA,France,Equity
788,JE00B2NFTL95,EUR,FP,,,LBUL,ETC,WT 2x Daily Long Gold,,,WT DAILY LG2 GLD,PA,France,Equity
789,GB00B15KXQ89,EUR,FP,Bloomberg Copper Subindex TR,,COPAP,ETC,WT Copper,,,WT COPPER,PA,France,Equity
